,short_title,icd9_code,long_title
10484,Caught between objects,E918,Caught accidentally in or between objects
10485,Machine accid-agricult,E9190,Accidents caused by agricultural machines
10486,Machine accid-mining,E9191,Accidents caused by mining and earth-drilling machinery
10487,Lifting machine accident,E9192,Accidents caused by lifting machines and appliances
10488,Cnsl prnt-chld prob NOS,V6120,"Counseling for parent-child problem, unspecified"
10489,Cnsl victim child abuse,V6121,Counseling for victim of child abuse
10490,Cnsl perp parent chld ab,V6122,Counseling for perpetrator of spousal and partner abuse
10491,Cnsl prnt-biol chld prob,V6123,Counseling for parent-biological child problem
10492,Cnsl prnt-adpt chld prob,V6124,Counseling for parent-adopted child problem
10493,Cnsl prnt-fstr chld prob,V6125,Counseling for parent (guardian)-foster child problem
10494,Oth parent-child problem,V6129,Other parent-child problems
10495,Problem w aged parent,V613,Problems with aged parents or in-laws
10496,Alcoholism in family,V6141,Alcoholism in family
10497,Substance abuse-family,V6142,Substance abuse in family
10498,Family health probl NEC,V6149,Other health problems within the family
10499,Multiparity,V615,Multiparity
10500,Illegitimate pregnancy,V616,Illegitimacy or illegitimate pregnancy
10501,Unwanted pregnancy NEC,V617,Other unwanted pregnancy
10502,Family circumstances NEC,V618,Other specified family circumstances
10503,Family circumstance NOS,V619,Unspecified family circumstance
10504,Unemployment,V620,Unemployment
10505,Adverse eff-work environ,V621,Adverse effects of work environment
10506,Hx military deployment,V6221,Personal current military deployment status
10507,Fall on/from train-empl,E8040,"Fall in, on, or from railway train injuring railway employee"
10508,Fall from train-passengr,E8041,"Fall in, on, or from railway train injuring passenger on railway"
10509,Fall from train-pedest,E8042,"Fall in, on, or from railway train injuring pedestrian"
10510,Fall from train-ped cycl,E8043,"Fall in, on, or from railway train injuring pedal cyclist"
10511,Fall from train-pers NEC,E8048,"Fall in, on, or from railway train injuring other specified person"
10512,Fall from train-pers NOS,E8049,"Fall in, on, or from railway train injuring unspecified person"
10513,Hit by train-employee,E8050,Railway employee hit by rolling stock
10514,Hit by train-passenger,E8051,Passenger on railway hit by rolling stock
10515,Hit by train-pedestrian,E8052,Pedestrian hit by rolling stock
10516,Hit by train-ped cyclist,E8053,Pedal cyclist hit by rolling stock
10517,Hit by train-person NEC,E8058,Other specified person hit by rolling stock
10518,Hit by train-person NOS,E8059,Unspecified person hit by rolling stock
10519,Routine circumcision,V502,Routine or ritual circumcision
10520,Wait adm to oth facility,V632,Person awaiting admission to adequate facility elsewhere
10521,No med facilities NEC,V638,Other specified reasons for unavailability of medical facilities
10522,No med facilities NOS,V639,Unspecified reason for unavailability of medical facilities
10523,No vaccination NOS,V6400,"Vaccination not carried out, unspecified reason"
10524,No vaccin-acute illness,V6401,Vaccination not carried out because of acute illness
10525,No vaccin-chronc illness,V6402,Vaccination not carried out because of chronic illness or condition
10526,No vaccin-immune comp,V6403,Vaccination not carried out because of immune compromised state
10527,No vaccin-allergy to vac,V6404,Vaccination not carried out because of allergy to vaccine or component
10528,No vaccin-caregiv refuse,V6405,Vaccination not carried out because of caregiver refusal
10529,No vaccination-pt refuse,V6406,Vaccination not carried out because of patient refusal
10530,No vaccination-religion,V6407,Vaccination not carried out for religious reasons
10531,No vaccin-prev disease,V6408,Vaccination not carried out because patient had disease being vaccinated against
10532,No vaccination NEC,V6409,Vaccination not carried out for other reason
10533,No proc/contraindication,V641,Surgical or other procedure not carried out because of contraindication
10534,No proc/patient decision,V642,Surgical or other procedure not carried out because of patient's decision
10535,No proc for reasons NEC,V643,Procedure not carried out for other reasons
10536,Lap surg convert to open,V6441,Laparoscopic surgical procedure converted to open procedure
10537,Thoracoscop conv to open,V6442,Thoracoscopic surgical procedure converted to open procedure
10538,Arthroscopc conv to open,V6443,Arthroscopic surgical procedure converted to open procedure
10539,Healthy person w sick,V650,Healthy person accompanying sick person
10540,Ped pre-brth vst-parent,V6511,Pediatric pre-birth visit for expectant parent(s)
10541,Person consult for anoth,V6519,Other person consulting on behalf of another person
10542,Person feigning illness,V652,Person feigning illness
10543,Dietary surveil/counsel,V653,Dietary surveillance and counseling
10544,Counseling NOS,V6540,Counseling NOS
10545,Exercise counseling,V6541,Exercise counseling
10546,Counslng sbstn use abuse,V6542,Counseling on substance use and abuse
10547,Counseling injry prevent,V6543,Counseling on injury prevention
10548,Hiv counseling,V6544,Human immunodeficiency virus (HIV) counseling
10549,Consln ot sex trnsmt dis,V6545,Counseling on other sexually transmitted diseases
10550,Insulin pump training,V6546,Encounter for insulin pump training
10551,Other specfd counseling,V6549,Other specified counseling
10552,Persn w feared complaint,V655,Person with feared complaint in whom no diagnosis was made
10553,Reason for consult NEC,V658,Other reasons for seeking consultation
10554,Reason for consult NOS,V659,Unspecified reason for consultation
10555,Surgical convalescence,V660,Convalescence following surgery
10556,Radiotherapy convalescen,V661,Convalescence following radiotherapy
10557,Chemotherapy convalescen,V662,Convalescence following chemotherapy
10558,Mental dis convalescence,V663,Convalescence following psychotherapy and other treatment for mental disorder
10559,Fracture treatmnt conval,V664,Convalescence following treatment of fracture
10560,Convalescence NEC,V665,Convalescence following other treatment
10561,Comb treatment convales,V666,Convalescence following combined treatment
10562,Encountr palliative care,V667,Encounter for palliative care
10563,Convalescence NOS,V669,Unspecified convalescence
10564,Follow-up surgery NOS,V6700,"Follow-up examination, following surgery, unspecified"
10565,Follow-up vag pap smear,V6701,"Following surgery, follow-up vaginal pap smear"
10566,Follow-up surgery NEC,V6709,"Follow-up examination, following other surgery"
10567,Superficial FB NEC-infec,9197,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound, infected"
10568,Superficial injury NEC,9198,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"
10569,Superfic inj NEC-infect,9199,"Other and unspecified superficial injury of other, multiple, and unspecified sites, infected"
10570,Contusion face/scalp/nck,920,"Contusion of face, scalp, and neck except eye(s)"
10571,Black eye NOS,9210,"Black eye, not otherwise specified"
10572,Contusion periocular,9211,Contusion of eyelids and periocular area
10573,Contusion orbital tissue,9212,Contusion of orbital tissues
10574,Contusion of eyeball,9213,Contusion of eyeball
10575,Contusion of eye NOS,9219,Unspecified contusion of eye
10576,Contusion of breast,9220,Contusion of breast
10577,Contusion of chest wall,9221,Contusion of chest wall
10578,Contusion abdominal wall,9222,Contusion of abdominal wall
10579,Back contusion,92231,Contusion of back
10580,Buttock contusion,92232,Contusion of buttock
10581,Interscplr reg contusion,92233,Contusion of interscapular region
10582,Contusion genital organs,9224,Contusion of genital organs
10583,Multiple contusion trunk,9228,Contusion of multiple sites of trunk
10584,Contusion trunk NOS,9229,Contusion of unspecified part of trunk
10585,Contusion shoulder reg,92300,Contusion of shoulder region
10586,Contusion scapul region,92301,Contusion of scapular region
10587,Contusion axillary reg,92302,Contusion of axillary region
10588,Contusion of upper arm,92303,Contusion of upper arm
10589,Contusion shoulder & arm,92309,Contusion of multiple sites of shoulder and upper arm
10590,Contusion of forearm,92310,Contusion of forearm
10591,Contusion of elbow,92311,Contusion of elbow
10592,Contusion of hand(s),92320,Contusion of hand(s)
10593,Open wnd ear drum-compl,87271,"Open wound of ear drum, complicated"
10594,Open wnd ossicles-compl,87272,"Open wound of ossicles, complicated"
10595,Opn wnd eustach tb-compl,87273,"Open wound of eustachian tube, complicated"
10596,Open wound cochlea-compl,87274,"Open wound of cochlea, complicated"
10597,Open wound ear NEC-compl,87279,"Open wound of other and multiple sites of ear, complicated"
10598,Open wound of ear NOS,8728,"Open wound of ear, part unspecified, without mention of complication"
10599,Open wound ear NOS-compl,8729,"Open wound of ear, part unspecified, complicated"
10600,Open wound of scalp,8730,"Open wound of scalp, without mention of complication"
10601,Open wound scalp-compl,8731,"Open wound of scalp, complicated"
10602,Open wound of nose NOS,87320,"Open wound of nose, unspecified site, without mention of complication"
10603,3rd brn w loss-upper arm,94353,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of upper arm"
10604,3rd burn w loss-axilla,94354,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of axilla"
10605,Acc poison-pesticide NEC,E8634,Accidental poisoning by other and unspecified insecticides
10606,Acc poison-herbicides,E8635,Accidental poisoning by herbicides
10607,Acc poison-fungicides,E8636,Accidental poisoning by fungicides
10608,Acc poison-rodenticides,E8637,Accidental poisoning by rodenticides
10609,Acc poison-fumigants,E8638,Accidental poisoning by fumigants
10610,Acc pois-agrcult NEC/NOS,E8639,Accidental poisoning by other and unspecified agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
10611,Acc pois-corrosiv aromat,E8640,Accidental poisoning by corrosive aromatics not elsewhere classified
10612,Acc poison-acids,E8641,Accidental poisoning by acids not elsewhere classified
10613,Acc poisn-caustic alkali,E8642,Accidental poisoning by caustic alkalis not elsewhere classified
10614,Acc poison-caustic NEC,E8643,Accidental poisoning by other specified corrosives and caustics not elsewhere classified
10615,Acc poison-caustic NOS,E8644,Accidental poisoning by unspecified corrosives and caustics not elsewhere classified
10616,Acc poison-meat,E8650,Accidental poisoning by meat
10617,Acc poison-shellfish,E8651,Accidental poisoning by shellfish
10618,Acc poison-fish NEC,E8652,Accidental poisoning from other fish
10619,Acc poison-berries/seeds,E8653,Accidental poisoning from berries and seeds
10620,Acc poison-plants NEC,E8654,Accidental poisoning from other specified plants
10621,Acc poison-mushrooms,E8655,Accidental poisoning from mushrooms and other fungi
10622,Acc poison-food NEC,E8658,Accidental poisoning from other specified foods
10623,Acc poisn-food/plant NOS,E8659,Accidental poisoning from unspecified foodstuff or poisonous plant
10624,Acc poisoning-lead,E8660,Accidental poisoning by lead and its compounds and fumes
10625,Acc poisoning-mercury,E8661,Accidental poisoning by mercury and its compounds and fumes
10626,Acc poisoning-antimony,E8662,Accidental poisoning by antimony and its compounds and fumes
10627,Acc poisoning-arsenic,E8663,Accidental poisoning by arsenic and its compounds and fumes
10628,Acc poison-metals NEC,E8664,Accidental poisoning by other metals and their compounds and fumes
10629,Acc poison-plant food,E8665,Accidental poisoning by plant foods and fertilizers
10630,Acc poison-glues,E8666,Accidental poisoning by glues and adhesives
10631,Acc poison-cosmetics,E8667,Accidental poisoning by cosmetics
10632,Acc pois-solid/liq NEC,E8668,Accidental poisoning by other specified solid or liquid substances
10633,Acc pois-solid/liq NOS,E8669,Accidental poisoning by unspecified solid or liquid substance
10634,Acc poison-piped gas,E867,Accidental poisoning by gas distributed by pipeline
10635,Acc pois-liq petrol gas,E8680,Accidental poisoning by liquefied petroleum gas distributed in mobile containers
10636,Acc pois-utl gas NEC/NOS,E8681,Accidental poisoning by other and unspecified utility gas
10637,Acc poison-exhaust gas,E8682,Accidental poisoning by motor vehicle exhaust gas
10638,Acc pois-co/domestc fuel,E8683,Accidental poisoning by carbon monoxide from incomplete combustion of other domestic fuels
10639,Acc pois-carbn monox NEC,E8688,Accidental poisoning by carbon monoxide from other sources
10640,Acc pois-carbn monox NOS,E8689,Accidental poisoning by unspecified carbon monoxide
10641,Acc poisn-nitrogen oxide,E8690,Accidental poisoning by nitrogen oxides
10642,Acc poisn-sulfur dioxide,E8691,Accidental poisoning by sulfur dioxide
10643,Acc poison-freon,E8692,Accidental poisoning by freon
10644,Acc poison-tear gas,E8693,Accidental poisoning by lacrimogenic gas [tear gas]
10645,Scndhnd tbcco smoke,E8694,Second hand tobacco smoke
10646,Acc poison-gas/vapor NEC,E8698,Accidental poisoning by other specified gases and vapors
10647,Acc poison-gas/vapor NOS,E8699,Accidental poisoning by unspecified gases and vapors
10648,Acc cut/hem in surgery,E8700,"Accidental cut, puncture, perforation or hemorrhage during surgical operation"
10649,Acc cut/hem in infusion,E8701,"Accidental cut, puncture, perforation or hemorrhage during infusion or transfusion"
10650,Acc cut/hem-perfusn NEC,E8702,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
10651,Acc cut/hem in injection,E8703,"Accidental cut, puncture, perforation or hemorrhage during injection or vaccination"
10652,Acc cut/hem w scope exam,E8704,"Accidental cut, puncture, perforation or hemorrhage during endoscopic examination"
10653,Acc cut/hem w catheteriz,E8705,"Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization"
10654,Acc cut/hem w heart cath,E8706,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization"
10655,Acc cut/hem w enema,E8707,"Accidental cut, puncture, perforation or hemorrhage during administration of enema"
10656,Acc cut in med care NEC,E8708,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
10657,Acc cut in med care NOS,E8709,"Accidental cut, puncture, perforation or hemorrhage during unspecified medical care"
10658,Post-surgical forgn body,E8710,Foreign object left in body during surgical operation
10659,Postinfusion foreign bdy,E8711,Foreign object left in body during infusion or transfusion
10660,Postperfusion forgn body,E8712,Foreign object left in body during kidney dialysis or other perfusion
10661,Postinjection forgn body,E8713,Foreign object left in body during injection or vaccination
10662,Postendoscopy forgn body,E8714,Foreign object left in body during endoscopic examination
10663,Postcatheter forgn body,E8715,"Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization"
10664,FB post heart catheter,E8716,Foreign object left in body during heart catheterization
10665,Postop forgn subst react,9987,Acute reaction to foreign substance accidentally left during a procedure
10666,Emphysema rsult frm proc,99881,Emphysema (subcutaneous) (surgical) resulting from procedure
10667,Ctrct frgmt frm ctr surg,99882,Cataract fragments in eye following cataract surgery
10668,Non-healing surgcl wound,99883,Non-healing surgical wound
10669,Oth spcf cmplc procd NEC,99889,Other specified complications of procedures not elsewhere classified
10670,Surgical complicat NOS,9989,"Unspecified complication of procedure, not elsewhere classified"
10671,Generalized vaccinia,9990,"Generalized vaccinia as a complication of medical care, not elsewhere classified"
10672,Air embol comp med care,9991,"Air embolism as a complication of medical care, not elsewhere classified"
10673,Adv eff tetracycline,E9304,Tetracycline group causing adverse effects in therapeutic use
10674,Adv eff cephalosporin,E9305,Cephalosporin group causing adverse effects in therapeutic use
10675,Fertility preserv proc,V2682,Encounter for fertility preservation procedure
10676,Procreative managemt NEC,V2689,Other specified procreative management
10677,Rehabilitation proc NOS,V579,Care involving unspecified rehabilitation procedure
10678,Radiotherapy encounter,V580,Encounter for radiotherapy
10679,Antineoplastic chemo enc,V5811,Encounter for antineoplastic chemotherapy
10680,Immunotherapy encounter,V5812,Encounter for antineoplastic immunotherapy
10681,"Blood transfusion, no dx",V582,"Blood transfusion, without reported diagnosis"
10682,Attn rem nonsurg dressng,V5830,Encounter for change or removal of nonsurgical wound dressing
10683,Attn rem surg dressing,V5831,Encounter for change or removal of surgical wound dressing
10684,Attn removal of sutures,V5832,Encounter for removal of sutures
10685,Encntr plnd po wnd clsr,V5841,Encounter for planned post-operative wound closure
10686,Aftercare neoplasm surg,V5842,Aftercare following surgery for neoplasm
10687,Aftrcare inj/trauma surg,V5843,Aftercare following surgery for injury and trauma
10688,Aftercare organ transplt,V5844,Aftercare following organ transplant
10689,Postop oth specfd aftrcr,V5849,Other specified aftercare following surgery
10690,Orthodontics aftercare,V585,Orthodontics aftercare
10691,Long-term use anticoagul,V5861,Long-term (current) use of anticoagulants
10692,Long-term use antibiotic,V5862,Long-term (current) use of antibiotics
10693,Lng use antiplte/thrmbtc,V5863,Long-term (current) use of antiplatelet/antithrombotic
10694,Long-term anti-inflamtry,V5864,Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
10695,Long-term use steroids,V5865,Long-term (current) use of steroids
10696,Long-term use of aspirin,V5866,Long-term (current) use of aspirin
10697,Long-term use of insulin,V5867,Long-term (current) use of insulin
10698,Lng term bisphosphonates,V5868,Long term (current) use of bisphosphonates
10699,Long-term use meds NEC,V5869,Long-term (current) use of other medications
10700,Aft surg sense org NEC,V5871,"Aftercare following surgery of the sense organs, NEC"
10701,Aftcre surg nerv sys NEC,V5872,"Aftercare following surgery of the nervous system, NEC"
10702,Aft surg circ syst NEC,V5873,"Aftercare following surgery of the circulatory system, NEC"
10703,Aftrcre surg respsys NEC,V5874,"Aftercare following surgery of the respiratory system, NEC"
10704,Aft oral cav/dig sys NEC,V5875,"Aftercare following surgery of the teeth, oral cavity and digestive system, NEC"
10705,Aftrcre surg GU syst NEC,V5876,"Aftercare following surgery of the genitourinary system, NEC"
10706,Aft surg skin/subcu NEC,V5877,"Aftercare following surgery of the skin and subcutaneous tissue, NEC"
10707,Aftrcre surg MS syst NEC,V5878,"Aftercare following surgery of the musculoskeletal system, NEC"
10708,Fit/adj vascular cathetr,V5881,Fitting and adjustment of vascular catheter
10709,Fit/adj non-vsc cath NEC,V5882,"Fitting and adjustment of nonvascular catheter, NEC"
10710,Therapeutic drug monitor,V5883,Encounter for therapeutic drug monitoring
10711,Other specfied aftercare,V5889,Other specified aftercare
10712,Aftercare NOS,V589,Unspecified aftercare
10713,Blood donor-whole blood,V5901,"Blood donors, whole blood"
10714,Blood donor-stem cells,V5902,"Blood donors, stem cells"
10715,Blood donor NEC,V5909,Other blood donors
10716,Skin donor,V591,Skin donors
10717,Bone donor,V592,Bone donors
10718,Bone marrow donor,V593,Bone marrow donors
10719,Kidney donor,V594,Kidney donors
10720,Cornea donor,V595,Cornea donors
10721,Liver donor,V596,Liver donors
10722,Egg donor NEC,V5970,"Egg (oocyte) (ovum) donor, unspecified"
10723,Egg donor age <35 anon,V5971,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient"
10724,Egg donor age <35 desig,V5972,"Egg (oocyte) (ovum) donor, under age 35, designated recipient"
10725,Egg donor age 35+ anon,V5973,"Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient"
10726,Egg donor age 35+ desig,V5974,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient"
10727,Org or tissue donor NEC,V598,Donors of other specified organ or tissue
10728,Org or tissue donor NOS,V599,Donors of unspecified organ or tissue
10729,Lack of housing,V600,Lack of housing
10730,Inadequate housing,V601,Inadequate housing
10731,Economic problem,V602,Inadequate material resources
10732,Person living alone,V603,Person living alone
10733,No family able to care,V604,No other household member able to render care
10734,Holiday relief care,V605,Holiday relief care
10735,Person in resident inst,V606,Person living in residential institution
10736,Foster care (status),V6081,Foster care (status)
10737,Housing/econo circum NEC,V6089,Other specified housing or economic circumstances
10738,Housing/econo circum NOS,V609,Unspecified housing or economic circumstance
10739,Fmily dsrpt-fam military,V6101,Family disruption due to family member on military deployment
10740,Fmily dsrpt-ret military,V6102,Family disruption due to return of family member from military deployment
10741,Fmily dsrpt- divorce/sep,V6103,Family disruption due to divorce or legal separation
10742,Family dsrpt-estrangmemt,V6104,Family disruption due to parent-child estrangement
10743,Famly dsrpt-chld custody,V6105,Family disruption due to child in welfare custody
10744,Family dsrpt-foster care,V6106,Family disruption due to child in foster care or in care of non-parental family member
10745,Family dsrpt-death membr,V6107,Family disruption due to death of family member
10746,Fmly dsrp-fam absnce NEC,V6108,Family disruption due to other extended absence of family member
10747,Family disruption NEC,V6109,Other family disruption
10748,Consl partner prob,V6110,"Counseling for marital and partner problems, unspecified"
10749,Cnsl victm partner abuse,V6111,Counseling for victim of spousal and partner abuse
10750,Cnsl perp partner abuse,V6112,Counseling for perpetrator of spousal and partner abuse
10751,Late eff surg/med compl,9093,Late effect of complications of surgical and medical care
10752,Adv eff succinimides,E9362,Succinimides causing adverse effects in therapeutic use
10753,Adv eff antconvl NEC/NOS,E9363,Other and unspecified anticonvulsants causing adverse effects in therapeutic use
10754,Adv eff anti-parkinson,E9364,Anti-parkinsonism drugs causing adverse effects in therapeutic use
10755,Adv eff barbiturates,E9370,Barbiturates causing adverse effects in therapeutic use
10756,Perin traum NEC-postpart,66484,"Other specified trauma to perineum and vulva, postpartum condition or complication"
10757,Ob perin traum NOS-unsp,66490,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
10758,Ob perineal trau NOS-del,66491,"Unspecified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
10759,Perin traum NOS-postpart,66494,"Unspecified trauma to perineum and vulva, postpartum condition or complication"
10760,Interstitial myositis,72881,Interstitial myositis
10761,FB granuloma of muscle,72882,Foreign body granuloma of muscle
10762,Ear piercing,V503,Ear piercing
10763,Prphylct orgn rmvl brst,V5041,Prophylactic breast removal
10764,Prphylct orgn rmvl ovary,V5042,Prophylactic ovary removal
10765,Prphylct orgn rmvl other,V5049,Other prophylactic gland removal
10766,Elective surgery NEC,V508,Other elective surgery for purposes other than remedying health states
10767,Elective surgery NOS,V509,Unspecified elective surgery for purposes other than remedying health states
10768,Brst reconst fol mastect,V510,Encounter for breast reconstruction following mastectomy
10769,Aftercre plastc surg NEC,V518,Other aftercare involving the use of plastic surgery
10770,Fitting artificial arm,V520,Fitting and adjustment of artificial arm (complete) (partial)
10771,Fitting artificial leg,V521,Fitting and adjustment of artificial leg (complete) (partial)
10772,Fitting artificial eye,V522,Fitting and adjustment of artificial eye
10773,Fitting dental prosthes,V523,Fitting and adjustment of dental prosthetic device
10774,Fit/adj breast pros/impl,V524,Fitting and adjustment of breast prosthesis and implant
10775,Fitting prosthesis NEC,V528,Fitting and adjustment of other specified prosthetic device
10776,Fitting prosthesis NOS,V529,Fitting and adjustment of unspecified prosthetic device
10777,Adj cerebral vent shunt,V5301,Fitting and adjustment of cerebral ventricular (communicating) shunt
10778,Adjust neuropacemaker,V5302,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord)
10779,Adj nerv syst device NEC,V5309,Fitting and adjustment of other devices related to nervous system and special senses
10780,Screen for condition NOS,V829,Screening for unspecified condition
10781,Fit contact lens/glasses,V531,Fitting and adjustment of spectacles and contact lenses
10782,Adjustment hearing aid,V532,Fitting and adjustment of hearing aid
10783,Ftng cardiac pacemaker,V5331,Fitting and adjustment of cardiac pacemaker
10784,Ftng autmtc dfibrillator,V5332,Fitting and adjustment of automatic implantable cardiac defibrillator
10785,Ftng oth cardiac device,V5339,Fitting and adjustment of other cardiac device
10786,Fit orthodontic device,V534,Fitting and adjustment of orthodontic devices
10787,Fit/adjust intestinl dev,V5350,Fitting and adjustment of intestinal appliance and device
10788,Fit/adj gastric lap band,V5351,Fitting and adjustment of gastric lap band
10789,Fit/adjust gi app-device,V5359,Fitting and adjustment of other gastrointestinal appliance and device
10790,Fitting urinary devices,V536,Fitting and adjustment of urinary devices
10791,Fit orthopedic devices,V537,Fitting and adjustment of orthopedic devices
10792,Adjustment of wheelchair,V538,Fitting and adjustment of wheelchair
10793,Fit/adjust device NOS,V5390,"Fitting and adjustment, unspecified device"
10794,Fit/adjust insulin pump,V5391,Fitting and adjustment of insulin pump
10795,Fit/adjust device NEC,V5399,"Fitting and adjustment, other device"
10796,Removal int fixation dev,V5401,Encounter for removal of internal fixation device
10797,Length/adjust growth rod,V5402,Encounter for lengthening/adjustment of growth rod
10798,Aftrcre int fixation dev,V5409,Other aftercare involving internal fixation device
10799,Aftrcre traum fx arm NOS,V5410,"Aftercare for healing traumatic fracture of arm, unspecified"
10800,Aftrcare traum fx up arm,V5411,Aftercare for healing traumatic fracture of upper arm
10801,Aftrcre traum fx low arm,V5412,Aftercare for healing traumatic fracture of lower arm
10802,Aftrcre traumatic fx hip,V5413,Aftercare for healing traumatic fracture of hip
10803,Aftrcre traum fx leg NOS,V5414,"Aftercare for healing traumatic fracture of leg, unspecified"
10804,Aftrcare traum fx up leg,V5415,Aftercare for healing traumatic fracture of upper leg
10805,Aftrcre traum fx low leg,V5416,Aftercare for healing traumatic fracture of lower leg
10806,Aftrcre traum fx vertebr,V5417,Aftercare for healing traumatic fracture of vertebrae
10807,Aftrce traum fx bone NEC,V5419,Aftercare for healing traumatic fracture of other bone
10808,Aftrcare path fx arm NOS,V5420,"Aftercare for healing pathologic fracture of arm, unspecified"
10809,Aftercare path fx up arm,V5421,Aftercare for healing pathologic fracture of upper arm
10810,Aftrcare path fx low arm,V5422,Aftercare for healing pathologic fracture of lower arm
10811,Aftercare path fx hip,V5423,Aftercare for healing pathologic fracture of hip
10812,Aftrcare path fx leg NOS,V5424,"Aftercare for healing pathologic fracture of leg, unspecified"
10813,Aftrcare path fx up leg,V5425,Aftercare for healing pathologic fracture of upper leg
10814,Aftrcare path fx low leg,V5426,Aftercare for healing pathologic fracture of lower leg
10815,Aftrcare path fx vertebr,V5427,Aftercare for healing pathologic fracture of vertebrae
10816,Aftrcre path fx bone NEC,V5429,Aftercare for healing pathologic fracture of other bone
10817,Aftercare joint replace,V5481,Aftercare following joint replacement
10818,Aftcr explantatn jt pros,V5482,Aftercare following explantation of joint prosthesis
10819,Orthopedic aftercare NEC,V5489,Other orthopedic aftercare
10820,Orthopedic aftercare NOS,V549,Unspecified orthopedic aftercare
10821,Atten to tracheostomy,V550,Attention to tracheostomy
10822,Atten to gastrostomy,V551,Attention to gastrostomy
10823,Atten to ileostomy,V552,Attention to ileostomy
10824,Atten to colostomy,V553,Attention to colostomy
10825,Atten to enterostomy NEC,V554,Attention to other artificial opening of digestive tract
10826,Atten to cystostomy,V555,Attention to cystostomy
10827,Atten to urinostomy NEC,V556,Attention to other artificial opening of urinary tract
10828,Atten artificial vagina,V557,Attention to artificial vagina
10829,Attn to artif open NEC,V558,Attention to other specified artificial opening
10830,Attn to artif open NOS,V559,Attention to unspecified artificial opening
10831,Renal dialysis encounter,V560,Encounter for extracorporeal dialysis
10832,Joint dis NEC-ankle,71987,"Other specified disorders of joint, ankle and foot"
10833,Joint dis NEC-oth jt,71988,"Other specified disorders of joint, other specified sites"
10834,Joint dis NEC-mult jts,71989,"Other specified disorders of joint, multiple sites"
10835,Joint dis NOS-unspec jt,71990,"Unspecified disorder of joint, site unspecified"
10836,Joint dis NOS-shlder,71991,"Unspecified disorder of joint, shoulder region"
10837,Joint dis NOS-up/arm,71992,"Unspecified disorder of joint, upper arm"
10838,Joint dis NOS-forearm,71993,"Unspecified disorder of joint, forearm"
10839,Joint dis NOS-hand,71994,"Unspecified disorder of joint, hand"
10840,Joint dis NOS-pelvis,71995,"Unspecified disorder of joint, pelvic region and thigh"
10841,Joint dis NOS-l/leg,71996,"Unspecified disorder of joint, lower leg"
10842,Joint dis NOS-ankle,71997,"Unspecified disorder of joint, ankle and foot"
10843,Joint dis NOS-oth jt,71998,"Unspecified disorder of joint, other specified sites"
10844,Insect bite head-infect,9105,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected"
10845,Screen-bact conjunctivit,V744,Screening examination for bacterial conjunctivitis
10846,Screen for veneral dis,V745,Screening examination for venereal disease
10847,Screening for yaws,V746,Screening examination for yaws
10848,Screen-bacterial dis NEC,V748,Screening examination for other specified bacterial and spirochetal diseases
10849,Screen-bacterial dis NOS,V749,Screening examination for unspecified bacterial and spirochetal diseases
10850,Screen-rickettsial dis,V750,Screening examination for rickettsial diseases
10851,Screening for malaria,V751,Screening examination for malaria
10852,Screen for leishmaniasis,V752,Screening examination for leishmaniasis
10853,Screen-trypanosomiasis,V753,Screening examination for trypanosomiasis
10854,Screen-mycotic infect,V754,Screening examination for mycotic infections
10855,Screen-schistosomiasis,V755,Screening examination for schistosomiasis
10856,Screen for filariasis,V756,Screening examination for filariasis
10857,Screen for helminthiasis,V757,Screening examination for intestinal helminthiasis
10858,Screen-parasitic dis NEC,V758,Screening examination for other specified parasitic infections
10859,Screen for infec dis NOS,V759,Screening examination for unspecified infectious disease
10860,Screen mal neop-resp org,V760,Special screening for malignant neoplasms of respiratory organs
10861,Scrn mal neo breast NOS,V7610,"Breast screening, unspecified"
10862,Screen mammogram hi risk,V7611,Screening mammogram for high-risk patient
10863,Screen mammogram NEC,V7612,Other screening mammogram
10864,Scrn mal neo breast NEC,V7619,Other screening breast examination
10865,Screen mal neop-cervix,V762,Screening for malignant neoplasms of cervix
10866,Screen mal neop-bladder,V763,Screening for malignant neoplasms of bladder
10867,Screen mal neop-rectum,V7641,Screening for malignant neoplasms of rectum
10868,Screen mal neop-oral cav,V7642,Screening for malignant neoplasms of oral cavity
