,icd9_code,short_title,long_title
3169,8050,Exc/dest intvrt disc NOS,"Excision or destruction of intervertebral disc, unspecified"
3170,8051,Excision intervert disc,Excision of intervertebral disc
3171,8052,Chemonucleolysis iv disc,Intervertebral chemonucleolysis
3172,8053,Rep anulus fibrosus-grft,Repair of the anulus fibrosus with graft or prosthesis
3173,8054,Rep anuls fibros NEC/NOS,Other and unspecified repair of the anulus fibrosus
3174,6671,Simpl suture fallop tube,Simple suture of fallopian tube
3175,6672,Salpingo-oophorostomy,Salpingo-oophorostomy
3176,6673,Salpingo-salpingostomy,Salpingo-salpingostomy
3177,6674,Salpingo-uterostomy,Salpingo-uterostomy
3178,6679,Fallop tube repair NEC,Other repair of fallopian tube
3179,668,Fallopian tube insufflat,Insufflation of fallopian tube
3180,6691,Fallopian tube aspirat,Aspiration of fallopian tube
3181,6692,Unilat fallop tube destr,Unilateral destruction or occlusion of fallopian tube
3182,7239,High forceps op NEC,Other high forceps operation
3183,724,Forceps rotat fetal head,Forceps rotation of fetal head
3184,7251,Part brch extrac w forcp,Partial breech extraction with forceps to aftercoming head
3185,7252,Part breech extract NEC,Other partial breech extraction
3186,7253,Tot brch extrac w forcep,Total breech extraction with forceps to aftercoming head
3187,7254,Tot breech extrac NEC,Other total breech extraction
3188,726,Forceps-aftercoming head,Forceps application to aftercoming head
3189,7271,Vacuum ext del w episiot,Vacuum extraction with episiotomy
3190,7279,Vacuum extract del NEC,Other vacuum extraction
3191,7852,Int fixation-humerus,"Internal fixation of bone without fracture reduction, humerus"
3192,7853,Int fixation-radius/ulna,"Internal fixation of bone without fracture reduction, radius and ulna"
3193,7854,Int fixation-metacar/car,"Internal fixation of bone without fracture reduction, carpals and metacarpals"
3194,7855,Internal fixation-femur,"Internal fixation of bone without fracture reduction, femur"
3195,7856,Internal fix-patella,"Internal fixation of bone without fracture reduction, patella"
3196,7857,Int fixation-tibia/fibul,"Internal fixation of bone without fracture reduction, tibia and fibula"
3197,7858,Int fixation-metatar/tar,"Internal fixation of bone without fracture reduction, tarsals and metatarsals"
3198,7859,Int fix-no fx reduct NEC,"Internal fixation of bone without fracture reduction, other bones"
3199,7860,Remove imp device NOS,"Removal of implanted devices from bone, unspecified site"
3200,7861,Remov imp dev-chest cage,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]"
3201,7862,Remove impl dev-humerus,"Removal of implanted devices from bone, humerus"
3202,7863,Remov imp dev-radius/uln,"Removal of implanted devices from bone, radius and ulna"
3203,7864,Remov imp dev-metac/carp,"Removal of implanted devices from bone, carpals and metacarpals"
3204,7865,Remove imp device-femur,"Removal of implanted devices from bone, femur"
3205,7866,Remov imp device-patella,"Removal of implanted devices from bone, patella"
3206,7867,Remov imp dev-tib/fibula,"Removal of implanted devices from bone, tibia and fibula"
3207,7868,Remove imp dev-metat/tar,"Removal of implanted devices from bone, tarsals and metatarsals"
3208,7869,Remove impl device NEC,"Removal of implanted devices from bone, other bones"
3209,7870,Osteoclasis NOS,"Osteoclasis, unspecified site"
3210,7871,Osteoclasis-chest cage,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]"
3211,7872,Osteoclasis-humerus,"Osteoclasis, humerus"
3212,7873,Osteoclasis-radius/ulna,"Osteoclasis, radius and ulna"
3213,7874,Osteoclasis-metacar/car,"Osteoclasis, carpals and metacarpals"
3214,7875,Osteoclasis-femur,"Osteoclasis, femur"
3215,7876,Osteoclasis-patella,"Osteoclasis, patella"
3216,7877,Osteoclasis-tibia/fibula,"Osteoclasis, tibia and fibula"
3217,7878,Osteoclasis-metatar/tar,"Osteoclasis, tarsals and metatarsals"
3218,7879,Osteoclasis NEC,"Osteoclasis, other bones"
3219,7880,Other bone dx proc NOS,"Diagnostic procedures on bone, not elsewhere classified, unspecified site"
3220,7881,Oth dx proced-chest cage,"Diagnostic procedures on bone, not elsewhere classified, scapula, clavicle, and thorax [ribs and sternum]"
3221,7882,Oth dx proced-humerus,"Diagnostic procedures on bone, not elsewhere classified, humerus"
3222,7883,Oth dx proc-radius/ulna,"Diagnostic procedures on bone, not elsewhere classified, radius and ulna"
3223,8059,Oth exc/dest intvrt disc,Other destruction of intervertebral disc
3224,806,Excis knee semilun cartl,Excision of semilunar cartilage of knee
3225,8070,Synovectomy-site NOS,"Synovectomy, unspecified site"
3226,6693,Impl fallop tube prosth,Implantation or replacement of prosthesis of fallopian tube
3227,6694,Remov fallop tube prosth,Removal of prosthesis of fallopian tube
3228,6695,Blow therapeut into tube,Insufflation of therapeutic agent into fallopian tubes
3229,6696,Fallopian tube dilation,Dilation of fallopian tube
3230,6697,Bury fimbriae in uterus,Burying of fimbriae in uterine wall
3231,6699,Fallopian tube op NEC,Other operations on fallopian tubes
3232,670,Cervical canal dilation,Dilation of cervical canal
3233,6711,Endocervical biopsy,Endocervical biopsy
3234,728,Instrument delivery NEC,Other specified instrumental delivery
3235,729,Instrument delivery NOS,Unspecified instrumental delivery
3236,7301,Induct labor-rupt memb,Induction of labor by artificial rupture of membranes
3237,7884,Oth dx proc-metacar/car,"Diagnostic procedures on bone, not elsewhere classified, carpals and metacarpals"
3238,7885,Oth dx proced-femur,"Diagnostic procedures on bone, not elsewhere classified, femur"
3239,7886,Oth dx proced-patella,"Diagnostic procedures on bone, not elsewhere classified, patella"
3240,7887,Oth dx proc-tibia/fibula,"Diagnostic procedures on bone, not elsewhere classified, tibia and fibula"
3241,7888,Oth dx proc-metatar/tar,"Diagnostic procedures on bone, not elsewhere classified, tarsals and metatarsals"
3242,7889,Other bone dx proc NEC,"Diagnostic procedures on bone, not elsewhere classified, other bones"
3243,7890,Insert bone stimul NOS,"Insertion of bone growth stimulator, unspecified site"
3244,7891,Insert bone stimul-chest,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]"
3245,7892,Insert bone stim-humerus,"Insertion of bone growth stimulator, humerus"
3246,7893,Inser bone stim-rad/ulna,"Insertion of bone growth stimulator, radius and ulna"
3247,7894,Inser bone stim-meta/car,"Insertion of bone growth stimulator, carpals and metacarpals"
3248,7895,Insert bone stim-femur,"Insertion of bone growth stimulator, femur"
3249,7896,Insert bone stim-patella,"Insertion of bone growth stimulator, patella"
3250,7897,Inser bone stim-tib/fib,"Insertion of bone growth stimulator, tibia and fibula"
3251,7898,Inser bone stim-meta/tar,"Insertion of bone growth stimulator, tarsals and metatarsals"
3252,7899,Insert bone stimul NEC,"Insertion of bone growth stimulator, other bones"
3253,7900,Closed fx reduction NOS,"Closed reduction of fracture without internal fixation, unspecified site"
3254,7901,Closed fx reduct humerus,"Closed reduction of fracture without internal fixation, humerus"
3255,7902,Cl fx reduc-radius/ulna,"Closed reduction of fracture without internal fixation, radius and ulna"
3256,8071,Shoulder synovectomy,"Synovectomy, shoulder"
3257,8072,Elbow synovectomy,"Synovectomy, elbow"
3258,8073,Wrist synovectomy,"Synovectomy, wrist"
3259,8074,Hand synovectomy,"Synovectomy, hand and finger"
3260,8075,Hip synovectomy,"Synovectomy, hip"
3261,8076,Knee synovectomy,"Synovectomy, knee"
3262,8077,Ankle synovectomy,"Synovectomy, ankle"
3263,8078,Foot synovectomy,"Synovectomy, foot and toe"
3264,8079,Synovectomy-site NEC,"Synovectomy, other specified sites"
3265,8080,Destruct joint les NOS,"Other local excision or destruction of lesion of joint, unspecified site"
3266,8081,Destruc-shoulder les NEC,"Other local excision or destruction of lesion of joint, shoulder"
3267,8082,Destruc-elbow lesion NEC,"Other local excision or destruction of lesion of joint, elbow"
3268,8083,Destruc-wrist lesion NEC,"Other local excision or destruction of lesion of joint, wrist"
3269,9964,Carotid sinus stiumlat,Carotid sinus stimulation
3270,9301,Functional pt evaluation,Functional evaluation
3271,9302,Orthotic evaluation,Orthotic evaluation
3272,9303,Prosthetic evaluation,Prosthetic evaluation
3273,9304,Manual muscle funct test,Manual testing of muscle function
3274,9305,Range of motion testing,Range of motion testing
3275,9306,Limb length measurement,Measurement of limb length
3276,9307,Body measurement,Body measurement
3277,9308,Electromyography,Electromyography
3278,9309,Other dx pt procedure,Other diagnostic physical therapy procedure
3279,9311,Assisting exercise,Assisting exercise
3280,9312,Activ musculosk exer NEC,Other active musculoskeletal exercise
3281,9313,Resistive exercise,Resistive exercise
3282,9314,Joint movement training,Training in joint movements
3283,9315,Mobilization of spine,Mobilization of spine
3284,9316,Other joint mobilization,Mobilization of other joints
3285,9317,Pass musculosk exer NEC,Other passive musculoskeletal exercise
3286,9318,Pt breathing exercise,Breathing exercise
3287,9319,Pt exercise NEC,"Exercise, not elsewhere classified"
3288,9321,Manual & mechan traction,Manual and mechanical traction
3289,9322,Ambulat & gait training,Ambulation and gait training
3290,9323,Orthotic device fitting,Fitting of orthotic device
3291,9324,Prosthet/orthot training,Training in use of prosthetic or orthotic device
3292,9325,Forced limb extension,Forced extension of limb
3293,9326,Manual rupt joint adhes,Manual rupture of joint adhesions
3294,9327,Musc or tend stretching,Stretching of muscle or tendon
3295,9328,Stretching of fascia,Stretching of fascia
3296,9329,Forcib correct defor NEC,Other forcible correction of musculoskeletal deformity
3297,9331,Assisted pool exercise,Assisted exercise in pool
3298,9332,Whirlpool treatment,Whirlpool treatment
3299,9333,Other hydrotherapy,Other hydrotherapy
3300,9334,Diathermy,Diathermy
3301,9335,Other heat therapy,Other heat therapy
3302,9336,Cardiac retraining,Cardiac retraining
3303,9337,Prenatal training,Prenatal training
3304,9338,Combined pt NOS,Combined physical therapy without mention of the components
3305,9339,Physical therapy NEC,Other physical therapy
3306,9341,Spine tract w skull dev,Spinal traction using skull device
3307,9342,Other spinal traction,Other spinal traction
3308,9343,Intermitt skel traction,Intermittent skeletal traction
3309,9344,Other skeletal traction,Other skeletal traction
3310,9345,Thomas' splint traction,Thomas' splint traction
3311,9346,Limb skin traction NEC,Other skin traction of limbs
3312,9351,Plaster jacket applicat,Application of plaster jacket
3313,9352,Neck support application,Application of neck support
3314,9353,Other cast application,Application of other cast
3315,9354,Application of splint,Application of splint
3316,9355,Dental wiring,Dental wiring
3317,9356,Pressure dressing applic,Application of pressure dressing
3318,9357,Dressing of wound NEC,Application of other wound dressing
3319,9358,Pressure trouser applica,Application of pressure trousers
3320,9359,Immobiliz/wound attn NEC,"Other immobilization, pressure, and attention to wound"
3321,9361,Omt for gen'l mobilizat,Osteopathic manipulative treatment for general mobilization
3322,9362,"Omt with hi-vel,lo-ampli","Osteopathic manipulative treatment using high-velocity, low-amplitude forces"
3323,9363,"Omt with lo-vel,hi-ampli","Osteopathic manipulative treatment using low- velocity, high-amplitude forces"
3324,9364,"Omt with isoton,isometri","Osteopathic manipulative treatment using isotonic, isometric forces"
3325,9365,Omt with indirect forces,Osteopathic manipulative treatment using indirect forces
3326,9366,Omt to move tissue fluid,Osteopathic manipulative treatment to move tissue fluids
3327,9367,Osteopath manipulat NEC,Other specified osteopathic manipulative treatment
3328,9371,Dyslexia training,Dyslexia training
3329,9372,Dysphasia training,Dysphasia training
3330,9373,Esophag speech training,Esophageal speech training
3331,9374,Speech defect training,Speech defect training
3332,9375,Other speech therapy,Other speech training and therapy
3333,9376,Training in lead dog use,Training in use of lead dog for the blind
3334,9377,Braille or moon training,Training in braille or moon
3335,9969,Cardiac rhythm conv NEC,Other conversion of cardiac rhythm
3336,9971,Therapeu plasmapheresis,Therapeutic plasmapheresis
3337,9972,Therapeutc leukopheresis,Therapeutic leukopheresis
3338,9973,Therapeu erythropheresis,Therapeutic erythrocytapheresis
3339,9974,Therapeu plateltpheresis,Therapeutic plateletpheresis
3340,9975,Adm neuroprotective agnt,Administration of neuroprotective agent
3341,9976,Extracorp immunoabsorpt,Extracorporeal immunoadsorption
3342,9977,App adhesion barrier sub,Application or administration of an adhesion barrier substance
3343,9978,Aquapheresis,Aquapheresis
3344,9979,Other therapeu apheresis,Other therapeutic apheresis
3345,9981,Hypothermia,Hypothermia (central) (local)
3346,9982,Ultraviolet light therap,Ultraviolet light therapy
3347,9983,Other phototherapy,Other phototherapy
3348,9984,Isolation,Isolation
3349,9985,Hyperthermia ca therapy,Hyperthermia for treatment of cancer
3350,9986,Non-invasive bone stimul,Non-invasive placement of bone growth stimulator
3351,9988,Therapeutc photopheresis,Therapeutic photopheresis
3352,9991,Anesthesia acupuncture,Acupuncture for anesthesia
3353,6651,Remove both fallop tubes,Removal of both fallopian tubes at same operative episode
3354,6652,Remove solitary fal tube,Removal of remaining fallopian tube
3355,6661,Destroy fallop tube les,Excision or destruction of lesion of fallopian tube
3356,6662,Remov tube & ectop preg,Salpingectomy with removal of tubal pregnancy
3357,6663,Bilat part salpingec NOS,"Bilateral partial salpingectomy, not otherwise specified"
3358,6669,Partial salpingectom NEC,Other partial salpingectomy
3359,9378,Rehab for the blind NEC,Other rehabilitation for the blind
3360,9381,Recreational therapy,Recreation therapy
3361,9382,Educational therapy,Educational therapy
3362,9383,Occupational therapy,Occupational therapy
3363,9384,Music therapy,Music therapy
3364,9385,Vocational rehabilitat,Vocational rehabilitation
3365,9389,Rehabilitation NEC,"Rehabilitation, not elsewhere classified"
3366,9390,Non-invasive mech vent,Non-invasive mechanical ventilation
3367,9391,Ippb,Intermittent positive pressure breathing [IPPB]
3368,9393,Nonmechan resuscitation,Nonmechanical methods of resuscitation
3369,9394,Nebulizer therapy,Respiratory medication administered by nebulizer
3370,9395,Hyperbaric oxygenation,Hyperbaric oxygenation
3371,9396,Oxygen enrichment NEC,Other oxygen enrichment
3372,9397,Decompression chamber,Decompression chamber
3373,9398,Atmos press/compos contr,Other control of atmospheric pressure and composition
3374,9399,Other resp procedures,Other respiratory procedures
3375,9401,Intelligence test admin,Administration of intelligence test
3376,9402,Psychologic test adminis,Administration of psychologic test
3377,9403,Character analysis,Character analysis
3378,9408,Psychol eval & test NEC,Other psychologic evaluation and testing
3379,9409,Psychol mental stat NOS,"Psychologic mental status determination, not otherwise specified"
3380,9411,Psychiat mental determin,Psychiatric mental status determination
3381,9412,Routine psychiat visit,"Routine psychiatric visit, not otherwise specified"
3382,9413,Psychia commitment eval,Psychiatric commitment evaluation
3383,9992,Other acupuncture,Other acupuncture
3384,9993,Rectal massage,Rectal massage (for levator spasm)
3385,9994,Prostatic massage,Prostatic massage
3386,9995,Stretching of foreskin,Stretching of foreskin
3387,9996,Sperm collection,Collection of sperm for artificial insemination
3388,9997,Denture fitting,Fitting of denture
3389,9998,Milk extraction,Extraction of milk from lactating breast
3390,9999,Miscellaneous proc NEC,Other miscellaneous procedures
3391,8621,Excision of pilonid cyst,Excision of pilonidal cyst or sinus
3392,8622,Exc wound debridement,"Excisional debridement of wound, infection, or burn"
3393,8623,Nail removal,"Removal of nail, nail bed, or nail fold"
3394,8624,Skin chemosurgery,Chemosurgery of skin
3395,8625,Dermabrasion,Dermabrasion
3396,8626,Ligation dermal appendag,Ligation of dermal appendage
3397,8627,Debridement of nail,"Debridement of nail, nail bed, or nail fold"
3398,8628,Nonexcis debridement wnd,"Nonexcisional debridement of wound, infection or burn"
3399,863,Other local destruc skin,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
3400,864,Radical excis skin les,Radical excision of skin lesion
3401,9419,Psychia interv/eval NEC,Other psychiatric interview and evaluation
3402,9421,Narcoanalysis,Narcoanalysis
3403,9422,Lithium therapy,Lithium therapy
3404,9423,Neuroleptic therapy,Neuroleptic therapy
3405,9424,Chemical shock therapy,Chemical shock therapy
3406,8651,Replantation of scalp,Replantation of scalp
3407,8659,Skin closure NEC,Closure of skin and subcutaneous tissue of other sites
3408,8660,Free skin graft NOS,"Free skin graft, not otherwise specified"
3409,8661,Full-thick hand skin grf,Full-thickness skin graft to hand
3410,8662,Hand skin graft NEC,Other skin graft to hand
3411,8663,Full-thick skin grft NEC,Full-thickness skin graft to other sites
3412,8664,Hair transplant,Hair transplant
3413,8665,Heterograft to skin,Heterograft to skin
3414,8666,Homograft to skin,Homograft to skin
3415,8667,Dermal regener graft,Dermal regenerative graft
3416,8669,Free skin graft NEC,Other skin graft to other sites
3417,8670,Pedicle graft/flap NOS,"Pedicle or flap graft, not otherwise specified"
3418,8671,Cut & prep pedicle graft,Cutting and preparation of pedicle grafts or flaps
3419,8672,Pedicle graft advancemen,Advancement of pedicle graft
3420,8673,Attach pedicle to hand,Attachment of pedicle or flap graft to hand
3421,8674,Attach pedicle graft NEC,Attachment of pedicle or flap graft to other sites
3422,8675,Revision of pedicle grft,Revision of pedicle or flap graft
3423,8681,Repair facial weakness,Repair for facial weakness
3424,9425,Psychiat drug therap NEC,Other psychiatric drug therapy
3425,9426,Subconvulsive est,Subconvulsive electroshock therapy
3426,9427,Electroshock therapy NEC,Other electroshock therapy
3427,9429,Psychiatr somatother NEC,Other psychiatric somatotherapy
3428,9431,Psychoanalysis,Psychoanalysis
3429,9432,Hypnotherapy,Hypnotherapy
3430,9433,Behavior therapy,Behavior therapy
3431,9434,Ind therap psychsex dysf,Individual therapy for psychosexual dysfunction
3432,9435,Crisis intervention,Crisis intervention
3433,8682,Facial rhytidectomy,Facial rhytidectomy
3434,8683,Size reduct plastic op,Size reduction plastic operation
3435,8684,Relaxation of scar,Relaxation of scar or web contracture of skin
3436,8685,Syndactyly correction,Correction of syndactyly
3437,8686,Onychoplasty,Onychoplasty
3438,8687,Fat grft skin/subq tiss,Fat graft of skin and subcutaneous tissue
3439,8689,Skin repair & plasty NEC,Other repair and reconstruction of skin and subcutaneous tissue
3440,8690,Ext fat for grft/banking,Extraction of fat for graft or banking
3441,8691,Skin excision for graft,Excision of skin for graft
3442,8692,Epilation of skin,Electrolysis and other epilation of skin
3443,8693,Insert tissue expander,Insertion of tissue expander
3444,8694,Ins/repl single pul gen,"Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable"
3445,8695,Ins/re pls gn no rechrg,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable"
3446,8696,Insert/repl oth neurost,Insertion or replacement of other neurostimulator pulse generator
3447,8697,"Ins/rep 1 pul gen,rechrg",Insertion or replacement of single array rechargeable neurostimulator pulse generator
3448,8698,"Ins/rep mul pul gn,rechg",Insertion or replacement of multiple array (two or more) rechargeable neurostimulator pulse generator
3449,8699,Skin & subq op NEC,Other operations on skin and subcutaneous tissue
3450,8701,Pneumoencephalogram,Pneumoencephalogram
3451,8702,Brain/skull contrst xray,Other contrast radiogram of brain and skull
3452,8703,C.A.T. scan of head,Computerized axial tomography of head
3453,8704,Head tomography NEC,Other tomography of head
3454,8705,Contrast dacryocystogram,Contrast dacryocystogram
3455,8706,Nasophary contrast x-ray,Contrast radiogram of nasopharynx
3456,8707,Contrast laryngogram,Contrast laryngogram
3457,8708,Cervical lymphangiogram,Cervical lymphangiogram
3458,8709,Head soft tiss x-ray NEC,"Other soft tissue x-ray of face, head, and neck"
3459,8711,Full-mouth x-ray,Full-mouth x-ray of teeth
3460,8712,Dental x-ray NEC,Other dental x-ray
3461,8713,Tm contrast arthrogram,Temporomandibular contrast arthrogram
3462,8714,Contrast x-ray of orbit,Contrast radiogram of orbit
3463,8715,Contrast x-ray of sinus,Contrast radiogram of sinus
3464,8716,Facial bone x-ray NEC,Other x-ray of facial bones
3465,8717,Skull x-ray NEC,Other x-ray of skull
3466,8721,Contrast myelogram,Contrast myelogram
3467,8722,Cervical spine x-ray NEC,Other x-ray of cervical spine
3468,8723,Thoracic spine x-ray NEC,Other x-ray of thoracic spine
3469,8724,Lumbosac spine x-ray NEC,Other x-ray of lumbosacral spine
3470,8729,Spinal x-ray NEC,Other x-ray of spine
3471,8731,Endotracheal bronchogram,Endotracheal bronchogram
3472,8732,Contrast bronchogram NEC,Other contrast bronchogram
3473,9436,Play psychotherapy,Play psychotherapy
3474,9437,Explor verbal psychother,Exploratory verbal psychotherapy
3475,9438,Suppor verbal psychother,Supportive verbal psychotherapy
3476,9439,Individ psychotherap NEC,Other individual psychotherapy
3477,9441,Grp therap psychsex dysf,Group therapy for psychosexual dysfunction
3478,9442,Family therapy,Family therapy
3479,9443,Psychodrama,Psychodrama
3480,9444,Other group therapy,Other group therapy
3481,9445,Drug addict counselling,Drug addiction counseling
3482,8733,Mediastinal pneumogram,Mediastinal pneumogram
3483,8734,Intrathor lymphangiogram,Intrathoracic lymphangiogram
3484,8735,Contr mammary ductogram,Contrast radiogram of mammary ducts
3485,8736,Breast xerography,Xerography of breast
3486,8737,Mammography NEC,Other mammography
3487,8738,Chest wall sinogram,Sinogram of chest wall
3488,8739,Thorax sft tiss xray NEC,Other soft tissue x-ray of chest wall
3489,8741,C.A.T. scan of thorax,Computerized axial tomography of thorax
3490,8742,Thoracic tomography NEC,Other tomography of thorax
3491,8743,Rib/sternum/clavic x-ray,"X-ray of ribs, sternum, and clavicle"
3492,8744,Routine chest x-ray,"Routine chest x-ray, so described"
3493,8749,Chest x-ray NEC,Other chest x-ray
3494,8751,Perc hepat Cholangiogram,Percutaneous hepatic cholangiogram
3495,8752,Intraven cholangiogram,Intravenous cholangiogram
3496,8753,Intraoper cholangiogram,Intraoperative cholangiogram
3497,8754,Cholangiogram NEC,Other cholangiogram
3498,8759,Biliary tract x-ray NEC,Other biliary tract x-ray
3499,8761,Barium swallow,Barium swallow
3500,8762,Upper GI series,Upper GI series
3501,8763,Small bowel series,Small bowel series
3502,8764,Lower GI series,Lower GI series
3503,8765,Intestinal x-ray NEC,Other x-ray of intestine
3504,8766,Contrast pancreatogram,Contrast pancreatogram
3505,8769,Digestive tract xray NEC,Other digestive tract x-ray
3506,8771,C.A.T. scan of kidney,Computerized axial tomography of kidney
3507,8772,Nephrotomogram NEC,Other nephrotomogram
3508,9446,Alcoholism counselling,Alcoholism counseling
3509,9449,Other counselling,Other counseling
3510,9451,Referral for psychother,Referral for psychotherapy
3511,9452,Referral psych aftercare,Referral for psychiatric aftercare
3512,9453,Referral alcohol rehab,Referral for alcoholism rehabilitation
3513,9454,Referral for drug rehab,Referral for drug addiction rehabilitation
3514,9455,Referral vocation rehab,Referral for vocational rehabilitation
3515,9459,Referral psych rehab NEC,Referral for other psychologic rehabilitation
3516,9012,Culture-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture"
3517,9013,C & s-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, culture and sensitivity"
3518,9014,Parasitology-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, parasitology"
3519,9015,Toxicology-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, toxicology"
3520,9016,Cell block/pap-endocrine,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and Papanicolaou smear"
3521,9019,Micro exam-endocrine NEC,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, other microscopic examination"
3522,9021,Bact smear-eye,"Microscopic examination of specimen from eye, bacterial smear"
3523,9022,Culture-eye,"Microscopic examination of specimen from eye, culture"
3524,9601,Insert nasopharyn airway,Insertion of nasopharyngeal airway
3525,9602,Insert oropharyn airway,Insertion of oropharyngeal airway
3526,9603,Insert esoph obtu airway,Insertion of esophageal obturator airway
3527,9604,Insert endotracheal tube,Insertion of endotracheal tube
3528,9605,Resp tract intubat NEC,Other intubation of respiratory tract
3529,9606,Insert sengstaken tube,Insertion of Sengstaken tube
3530,9607,Insert gastric tube NEC,Insertion of other (naso-)gastric tube
3531,9608,Insert intestinal tube,Insertion of (naso-)intestinal tube
3532,9609,Insert rectal tube,Insertion of rectal tube
3533,9611,Pack ext auditory canal,Packing of external auditory canal
3534,9614,Vaginal packing,Vaginal packing
3535,9615,Vaginal mold insertion,Insertion of vaginal mold
3536,9616,Other vaginal dilation,Other vaginal dilation
3537,9617,Vag diaphragm insertion,Insertion of vaginal diaphragm
3538,9618,Oth vagin pessary insert,Insertion of other vaginal pessary
3539,9619,Rectal packing,Rectal packing
3540,9621,Dilat frontonasal duct,Dilation of frontonasal duct
3541,9622,Dilation of rectum,Dilation of rectum
3542,9623,Dilation anal sphincter,Dilation of anal sphincter
3543,9624,Dilat enterostomy stoma,Dilation and manipulation of enterostomy stoma
3544,9625,Therapeut distent bladd,Therapeutic distention of bladder
3545,9626,Manual reduc rect prolap,Manual reduction of rectal prolapse
3546,9627,Manual reduction hernia,Manual reduction of hernia
3547,9628,Manl reduct stoma prolap,Manual reduction of enterostomy prolapse
3548,9629,Reduct intuss ali tract,Reduction of intussusception of alimentary tract
3549,9631,Gastric cooling,Gastric cooling
3550,9632,Gastric freezing,Gastric freezing
3551,9633,Gastric lavage,Gastric lavage
3552,9634,Gastric tube irrigat NEC,Other irrigation of (naso-)gastric tube
3553,9635,Gastric gavage,Gastric gavage
3554,9636,GI ostomy irrigation,Irrigation of gastrostomy or enterostomy
3555,9637,Proctoclysis,Proctoclysis
3556,9638,Impacted feces removal,Removal of impacted feces
3557,9639,Other transanal enema,Other transanal enema
3558,9641,Biliary tube irrigation,Irrigation of cholecystostomy and other biliary tube
3559,9642,Pancreatic tube irrigat,Irrigation of pancreatic tube
3560,9643,GI tract instillat NEC,"Digestive tract instillation, except gastric gavage"
3561,9644,Vaginal douche,Vaginal douche
3562,9645,Nephrost/pyelost irrigat,Irrigation of nephrostomy and pyelostomy
3563,9646,Urterost/urete cth irrig,Irrigation of ureterostomy and ureteral catheter
3564,9647,Cystostomy irrigation,Irrigation of cystostomy
3565,9648,Indwell cath irrig NEC,Irrigation of other indwelling urinary catheter
3566,9023,C & s-eye,"Microscopic examination of specimen from eye, culture and sensitivity"
3567,9024,Parasitology-eye,"Microscopic examination of specimen from eye, parasitology"
3568,9025,Toxicology-eye,"Microscopic examination of specimen from eye, toxicology"
3569,9026,Cell block/pap-eye,"Microscopic examination of specimen from eye, cell block and Papanicolaou smear"
3570,9029,Micro exam-eye NEC,"Microscopic examination of specimen from eye, other microscopic examination"
3571,9031,Bact smear-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear"
3572,9032,Culture-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture"
3573,9033,C & s-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity"
3574,9034,Parasitology-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology"
3575,9035,Toxicology-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology"
3576,9036,Cell block/pap-ent/laryn,"Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and Papanicolaou smear"
3577,9039,Micro exam-ent/laryn NEC,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination"
3578,9041,Bact smear-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear"
3579,9042,Culture-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture"
3580,9043,C & s-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity"
3581,9044,Parasitology-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology"
3582,9045,Toxicology-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology"
3583,9046,Cell block/pap-lowr resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear"
3584,9049,Micro exam-lowr resp NEC,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination"
3585,9051,Bact smear-blood,"Microscopic examination of blood, bacterial smear"
3586,9649,Other gu instillation,Other genitourinary instillation
3587,9651,Irrigation of eye,Irrigation of eye
3588,9652,Irrigation of ear,Irrigation of ear
3589,9653,Irrigation of nasal pass,Irrigation of nasal passages
3590,9654,Dental scaling & debride,"Dental scaling, polishing, and debridement"
